Distance (m),Elevation (m)
12900.21388,307.5934448
12910.68604,307.5934448
12921.15819,307.5862427
12931.63035,308.2870178
12942.10251,307.4604797
12952.57467,307.0303955
12963.04682,305.5359802
12973.51898,303.6236572
12983.99114,304.3302917
12994.4633,304.6947021
13004.93546,304.2922363
13015.40761,304.2922363
13025.87977,305.3177185
13036.35193,305.0343018
13046.82409,306.0387878
13057.29625,307.3414917
13067.7684,307.3414917
13078.24056,309.7209778
13088.71272,306.5660095
13099.18488,303.7047119
13109.65704,304.3832703
13120.12919,304.3832703
13130.60135,303.8708496
13141.07351,303.124054
13151.54567,298.8964233
13161.89587,301.553772
13172.24608,303.3017578
13182.59629,303.9381714
13192.9465,303.9381714
13203.29671,303.3203125
13213.64692,303.6238098
13223.99712,304.2575684
13234.34733,305.0004883
13244.69754,305.5035095
13255.04775,305.5035095
13265.39796,306.124939
13275.74816,304.5759888
13286.09837,304.8823547
13296.44858,305.4085693
13306.79879,305.7417603
13317.149,306.3829041
13327.49921,306.3829041
13337.84941,306.877655
13348.19962,303.8149719
13358.54983,304.0825195
13368.90004,303.5400696
13379.25025,302.8751526
13389.60045,302.8751526
13399.95066,303.1158752
13410.30087,303.3371277
13420.65108,303.5631104
13431.00129,304.4551086
13441.3515,303.826416
13451.7017,303.826416
13462.05191,303.8197021
13472.40212,304.8469238
13482.75233,304.7583313
13493.10254,304.959198
13503.45274,305.0119629
13513.80295,305.0119629
13524.15316,305.2207031
13534.50337,304.7190247
13544.85358,304.6173706
13555.20378,305.0440063
13565.55399,305.278595
13575.9042,305.20755
13586.25441,305.20755
13596.60462,304.9926453
13606.95483,305.4169006
13617.30503,305.6603699
13627.65524,305.2530212
13638.00545,306.1942749
13648.35566,306.1942749
13658.70587,305.7387695
13669.05607,303.3633423
13679.40628,304.5957031
13689.75649,305.6308289
13700.1067,307.3048706
13710.45691,307.0640564
13720.80712,307.5294495
13731.15732,310.0295715
13741.50753,313.9710388
13751.8078,310.0295715
13762.10806,306.6463013
13772.40832,306.219574
13782.70859,303.6748047
13793.00885,303.0177002
13803.30912,303.0177002
13813.60938,306.6854248
13823.90964,304.4543152
13834.20991,308.5938416
13844.51017,307.9460144
13854.81044,307.9460144
13865.1107,306.3580322
13875.41097,306.8607483
13885.71123,307.4188538
13896.01149,308.1818542
13906.31176,308.1818542
13916.61202,308.3545227
13926.91229,305.3608093
13937.21255,306.3028564
13947.51281,309.1682739
13957.81308,309.1682739
13968.11334,309.5792542
13978.41361,309.2286987
13988.71387,307.9789124
13999.01414,310.0443726
14009.3144,308.5478516
14019.61466,301.8171082
14029.91493,309.4407349
14040.21519,315.0509338
14050.51546,304.4783936
14060.81572,304.315094
14071.11598,304.315094
14081.41625,303.8058167
14091.71651,301.8114929
14102.01678,311.1002502
14112.31704,312.1477051
14122.61731,312.1477051
14132.91757,311.2845764
14143.21783,311.0667419
14153.5181,310.5864868
14163.81836,311.2153015
14174.11863,313.5422363
14184.41889,313.5422363
14194.71915,321.6242981
14205.01942,322.7322083
14215.31968,322.3864441
14225.61995,320.6690063
14235.92021,320.6690063
14246.22048,324.4588928
14256.52074,321.1878052
14266.821,318.18573
14277.12127,317.9334106
14287.42153,319.0153198
14299.24124,324.2914429
14311.06094,325.9037781
14322.88064,323.9738159
14334.70035,324.4627991
14346.52005,320.9413757
14358.33976,322.2803345
14370.15946,316.4481506
14381.97917,316.5515442
14393.79887,314.2436218
14405.61858,313.2127991
14417.43828,312.2395325
14429.25798,316.7909241
14441.07769,315.5959473
14452.89739,320.6879272
14464.7171,317.7249451
14476.5368,323.374939
14488.35651,321.8840942
14500.17621,319.9856567
14511.99591,319.9856567
14523.81562,326.7344055
14535.63532,323.8570251
14547.45503,330.8740845
14559.27473,333.7468262
14571.09444,333.3491821
14582.91414,334.9227295
14594.73384,332.2648621
14606.55355,333.4255981
14618.37325,332.4812012
14630.19296,344.2359924
14642.01266,341.8316956
14653.37185,337.4041443
14664.73103,331.8743591
14676.09022,331.8743591
14687.44941,331.7107544
14698.80859,326.0843811
14710.16778,324.5431519
14721.52696,319.9515076
14732.88615,318.4804993
14744.24533,317.5118103
14755.60452,323.0350647
14766.96371,321.2904968
14778.32289,318.4115601
14789.68208,320.7395935
14801.04126,320.7395935
14812.40045,322.3790588
14823.75963,318.1645203
14835.11882,319.6583252
14846.47801,316.7454834
14857.83719,316.7454834
14869.19638,312.194458
14880.55556,316.3145752
14891.91475,309.8660278
14903.27394,311.4889526
14914.63312,311.9447327
14925.99231,312.647644
14937.35149,311.2262878
14948.71068,314.8444519
14960.06986,318.07547
14971.42905,316.8567505
14982.78824,317.0829773
14994.14742,317.0829773
15005.50661,316.6772766
15016.86579,316.0904236
15028.22498,316.8294373
15039.58417,316.8294373
15050.94335,320.2073059
15062.30254,314.0073547
15073.66172,318.8878479
15085.02091,319.1888123
15096.38009,319.1946716
15107.73928,319.1946716
15119.09847,320.3205261
15130.45765,315.5651245
15141.81684,318.5040283
15153.17602,319.3232422
15164.53521,320.7419128
15175.8944,320.7419128
15187.25358,322.0456848
15198.61277,322.2462463
15209.97195,321.026123
15221.33114,320.8516541
15232.69032,321.4317017
15244.04951,322.314209
15255.4087,320.3405151
15266.76788,320.558136
15278.12707,319.8243713
15289.48625,320.2889099
15300.84544,320.2889099
15312.20463,320.1579285
15323.56381,318.9266052
15334.923,319.2926331
15346.28218,316.4176636
15357.64137,319.2044983
15369.00055,319.2044983
15380.35974,322.4500427
15391.71893,316.1155701
15403.07811,318.8780212
15414.4373,318.3824158
15425.79648,320.3416443
15436.66737,317.3973694
15447.53825,313.3731384
15458.40913,313.3731384
15469.28002,320.2688293
15480.1509,321.5767212
15491.02179,321.6087036
15501.89267,320.6919861
15512.76355,320.6919861
15523.63444,320.7990723
15534.50532,320.78125
15545.37621,321.8919067
15556.24709,321.4429932
15567.11797,320.793457
15577.98886,321.855011
15588.85974,321.855011
15599.73062,322.3612366
15610.60151,318.7304077
15621.47239,320.8200378
15632.34328,320.8256836
15643.21416,322.9587708
15654.08504,322.9587708
15664.95593,319.1308289
15675.82681,322.5310364
15686.69769,322.6297302
15697.56858,321.5200195
15708.43946,322.7142639
15719.31035,323.5161133
15730.18123,323.465271
15741.05211,322.9514771
15751.923,326.1602173
15762.79388,326.1291504
15773.66476,326.1815796
15784.53565,328.4850159
15795.40653,328.4850159
15806.15666,327.5267334
15816.90678,327.0837097
15827.6569,327.3490295
15838.40702,327.3490295
15849.15715,327.2744446
15859.90727,329.1564331
15870.65739,327.1952515
15881.40751,329.5315552
15892.15764,330.6827698
15902.90776,329.4346008
15913.65788,325.5092163
15924.408,323.2424927
15935.15813,323.8329468
15945.90825,333.1167297
15956.65837,327.6688232
15967.4085,329.9879456
15978.15862,333.1152039
15988.90874,325.8023376
15999.65886,330.668396
16010.40899,330.668396
16021.15911,329.1256409
16031.90923,331.9246521
16042.65935,334.1429749
16053.40948,329.2634583
16067.70505,325.3724976
16082.00062,325.8684082
16096.29619,326.4908142
16110.59176,326.7900391
16124.88733,326.6750183
16139.1829,327.5544739
16153.47847,327.7417297
16167.77404,327.7417297
16182.06962,328.2633057
16196.36519,328.2322998
16210.66076,327.060791
16224.95633,327.4662476
16239.2519,327.988678
16253.54747,328.6511536
16267.84304,328.4587097
16282.13861,327.8736572
16296.43418,328.2774048
16310.72975,328.4478149
16325.02533,326.6452942
16339.3209,330.8690796
16353.61647,328.2879028
16367.91204,325.4979553
16382.20761,325.0364075
16396.50318,327.3277283
16410.79875,327.9169617
16425.09432,328.0007324
16439.38989,327.9554138
16453.68546,328.4328003
16467.98103,328.5947876
16482.27661,328.6027222
16496.57218,328.6027222
16510.86775,328.846405
16521.14004,333.2177124
16531.41232,333.787384
16541.68461,333.6593018
16551.9569,333.6593018
16562.22919,333.2199402
16572.50148,333.9540405
16582.77377,334.7350769
16593.04605,338.1181641
16603.31834,337.6088562
16613.59063,337.6088562
16623.86292,333.9533386
16634.13521,331.9842529
16644.4075,332.4133911
16654.67978,332.4133911
16664.95207,333.1582031
16675.22436,332.1638184
16685.49665,331.8900757
16695.76894,332.5718384
16706.04123,332.5718384
16716.31351,339.713501
16726.5858,339.3254089
16736.85809,339.3005981
16747.13038,331.8352356
16757.40267,331.8141785
16767.67496,331.8141785
16777.94724,331.9580078
16788.21953,332.0919495
16798.49182,333.7250671
16808.76411,332.8534851
16819.0364,332.8534851
16829.30868,332.6767578
16839.58097,332.9848328
16849.85326,332.9897766
16860.12555,333.2464905
16870.39784,333.6433105
16880.67013,333.6433105
16890.94241,334.319397
16901.2147,334.6316223
16911.48699,334.1311035
16921.75928,334.3343811
16932.03157,334.3343811
16942.30386,334.2740479
16952.57614,335.0813599
16962.84843,334.7678833
16973.12072,335.1280518
16983.39301,335.1280518
16993.6653,335.190979
17003.93759,336.1577148
17014.20987,336.763916
17024.48216,336.6635742
17034.75445,336.8879395
17045.02674,336.8879395
17055.29903,337.6864929
17065.57132,335.4740601
17075.8436,337.1343689
17086.11589,338.144928
17096.38818,338.6266785
17110.65407,336.9414063
17124.91995,333.837738
17139.18584,335.2189636
17153.45172,334.7094421
17167.71761,334.6269226
17181.98349,334.1188354
17196.24938,334.3789063
17210.51527,334.321106
17224.78115,335.4357605
17239.04704,338.389679
17253.31292,337.3240967
17267.57881,336.6268311
17281.84469,335.8360291
17296.11058,335.947937
17310.37647,338.0303955
17324.64235,343.6134949
17338.90824,346.8674927
17353.17412,345.2164001
17367.44001,347.4230652
17381.70589,347.4230652
17395.97178,345.3106995
17410.23767,348.5838928
17424.50355,342.6282349
17438.76944,341.9483337
17453.03532,339.3533325
17467.30121,341.0661011
17481.56709,333.9927979
17495.83298,338.5777893
17510.09887,339.4471741
17524.36475,339.8887939
17537.78285,339.0751953
17551.20095,338.7641907
17564.61906,338.2916565
17578.03716,338.5206299
17591.45526,335.9524536
17604.87336,334.8206177
17618.29146,336.0239258
17631.70957,336.0762024
17645.12767,338.2033997
17658.54577,342.7791748
17671.96387,339.6531982
17685.38197,342.6705017
17698.80008,342.7920227
17712.21818,341.0198364
17725.63628,340.8667908
17739.05438,343.979187
17752.47248,339.9259033
17765.89059,338.9255371
17779.30869,338.9790955
17792.72679,341.0385437
17806.14489,343.0949707
17819.56299,342.8103943
17832.98109,343.9747314
17846.3992,342.8831482
17859.8173,342.3191528
17873.2354,342.3191528
17886.6535,342.8339233
17900.0716,341.4631348
17913.48971,342.6071167
17926.90781,342.8425903
17940.32591,341.1742554
17953.74401,343.0630493
17967.16211,343.5189819
17980.58022,343.8827515
17993.99832,343.7039795
18007.41642,344.0245667
18020.83452,343.5265503
18034.25262,343.4953308
18047.67073,342.9440002
18061.08883,343.9302979
18074.50693,344.7629395
18087.92503,344.4442139
18099.5055,344.509613
18111.08597,343.8121338
18122.66644,344.5153809
18134.24692,342.965332
18145.82739,345.0223694
18157.40786,344.832428
18168.98833,346.1356812
18180.5688,348.7283936
18192.14927,351.307312
18203.72974,351.3534851
18215.31021,351.4379883
18226.89068,345.7713318
18238.47115,344.5353394
18250.05163,344.5506287
18261.6321,344.3455505
18273.21257,345.1470642
18284.79304,345.1065674
18296.37351,350.1618958
18307.95398,350.9936218
18319.53445,351.1080933
18331.11492,352.8452148
18342.69539,351.4933472
18354.27586,349.9549866
18365.85634,350.9353333
18377.43681,350.5680847
18389.01728,351.7060852
18400.59775,350.9381409
18412.17822,350.9381409
18423.75869,352.2516479
18435.33916,351.9985962
18446.91963,353.5926208
18458.5001,354.8426208
18470.08057,355.0310364
18481.66105,355.4319763
18493.24152,356.2872314
18504.82199,354.7268982
18516.40246,353.6579895
18527.98293,354.4128418
18539.5634,354.1183167
18551.14387,355.1853638
18562.72434,355.1853638
18574.30481,356.201355
18585.88528,355.7831726
18597.46576,359.2562256
18609.04623,360.8199463
18620.6267,362.0298157
18632.20717,362.0298157
18643.78764,361.8984375
18655.36811,363.6913147
18666.94858,362.9138794
18678.52905,362.6456299
18690.10952,364.8591309
18701.68999,364.8591309
18713.27047,373.4759827
18724.85094,373.2261353
18736.43141,372.0888062
18748.01188,376.8945618
18759.59235,376.6556702
18771.17282,378.3501587
18782.75329,378.6031799
18794.33376,378.8288879
18805.91423,373.8563232
18817.4947,372.6731567
18829.07518,366.5342102
18840.65565,369.2145691
18852.23612,356.1585999
18863.81659,354.5845947
18875.39706,352.8296204
18886.97753,353.0796509
18898.558,353.1381836
18910.13847,353.457489
18921.71894,352.6691284
18933.29941,352.6669006
18944.87989,353.0258789
18956.46036,352.5015259
18968.04083,352.5604553
18979.6213,352.3650818
18991.20177,352.6192627
19002.78224,351.3717651
19014.36271,349.787384
19025.94318,345.1434937
19037.52365,345.1434937
19049.10412,348.5662842
19060.6846,353.4329224
19072.26507,357.9089966
19083.32472,353.2677002
19094.38438,354.1693115
19105.44404,350.8954773
19116.5037,353.3502808
19127.56336,353.3502808
19138.62302,353.6676331
19149.68267,354.0818787
19160.74233,353.006134
19171.80199,352.4008179
19182.86165,352.4008179
19193.92131,352.8686829
19204.98097,352.4670105
19216.04062,353.5854492
19227.10028,353.5854492
19238.15994,354.0235901
19249.2196,354.8736572
19260.27926,353.9281616
19271.33892,354.4925232
19282.39857,355.5805969
19293.45823,354.8021851
19304.51789,355.1357727
19315.57755,355.8640747
19326.63721,355.1535645
19337.69687,355.5494385
19348.75652,355.5494385
19359.81618,354.8058472
19370.87584,355.0177002
19381.9355,354.3377686
19392.99516,354.7799377
19404.05482,354.7799377
19415.11447,354.4485474
19426.17413,354.2767334
19437.23379,354.2122192
19448.29345,354.1335144
19462.32444,356.1965942
19476.35542,354.9423523
19490.38641,353.7376099
19504.4174,355.3464661
19518.44839,358.5264893
19532.47937,356.4511414
19546.51036,355.1370239
19560.54135,353.9811096
19574.57234,355.7887573
19588.60332,356.3952637
19602.63431,357.3474121
19616.6653,355.0134583
19630.69629,355.6160889
19644.72727,354.3762207
19658.75826,355.3208618
19672.78925,356.4880066
19686.82024,355.0866394
19700.85122,355.2183228
19714.88221,354.2268372
19728.9132,355.7910156
19741.1356,355.8962097
19753.358,355.098938
19765.5804,351.4788208
19777.80279,354.7788696
19790.02519,354.2485962
19802.24759,354.725708
19814.46999,355.486145
19826.69239,354.224762
19838.91479,354.224762
19851.13719,348.0065002
19863.35959,352.584259
19875.58199,355.2576294
19887.80438,356.4913025
19900.02678,357.1160278
19912.24918,357.7147827
19924.47158,356.8564453
19936.69398,357.4452515
19948.91638,357.8743896
19961.13878,358.3637085
19973.36118,359.4107666
19985.58357,360.0622864
19997.80597,360.1182556
20010.02837,361.1715088
20022.25077,360.4204407
20034.47317,361.7142334
20046.69557,362.4966125
20058.91797,360.6355896
20071.14037,363.022644
20083.36277,364.5046692
20095.58516,362.8122559
20107.80756,360.2854919
20120.02996,356.8250122
20132.25236,356.7037354
20144.47476,349.5957031
20156.69716,359.8532715
20168.91956,359.4297791
20180.55319,359.4297791
20192.18683,359.3800049
20203.82046,358.6539307
20215.4541,354.7286072
20227.08773,354.165802
20238.72137,358.0570374
20250.355,357.3275757
20261.98864,357.8759155
20273.62227,357.6325684
20285.25591,355.5510559
20296.88954,355.0028687
20308.52318,358.340332
20320.15681,356.6348267
20331.79045,361.5640869
20343.42408,359.0141296
20355.05772,359.1878357
20366.69135,359.1733093
20378.32498,360.4455566
20389.95862,360.7181396
20401.59225,360.041626
20413.22589,359.4642334
20424.85952,360.1366272
20436.49316,360.931427
20448.12679,361.2363281
20459.76043,361.9825745
20471.39406,361.478241
20483.0277,362.0953979
20494.66133,362.0953979
20506.29497,362.2399597
20517.9286,362.443573
20529.56224,362.1236267
20541.19587,362.4911499
20552.82951,362.1917114
20564.46314,362.1917114
20576.09678,363.0271912
20587.73041,362.9271545
20599.36405,362.8442688
20610.99768,362.3314819
20622.63132,362.7554016
20634.26495,362.7554016
20645.89859,362.8657532
20657.53222,362.8016052
20669.16586,363.1113586
20680.79949,361.9303284
20692.43313,362.6205444
20704.06676,362.3865051
20715.7004,362.5463257
20727.33403,363.0180054
20738.96767,363.7662048
20750.6013,363.4566956
20762.23494,363.4566956
20773.86857,364.4760132
20785.50221,363.7490234
20797.13584,364.2740784
20808.76948,364.328125
20820.40311,363.835144
20832.03675,363.958252
20843.67038,363.9219971
20855.30402,365.5255127
20866.93765,363.8014221
20878.57129,364.7071838
20890.20492,364.366394
20901.83856,364.9799805
20913.47219,365.1613464
20925.10582,365.6422119
20936.73946,365.8518982
20948.37309,365.6656494
20960.00673,365.4688416
20971.64036,365.7095337
20983.274,365.270752
20994.90763,364.8496399
21006.54127,365.7619934
21018.1749,365.7493591
21029.80854,365.7493591
21041.44217,365.1016541
21053.07581,364.438385
21064.70944,365.4300537
21076.34308,365.9089966
21087.97671,366.2362671
21099.61035,366.2362671
21111.24398,366.1427307
21123.45326,365.2841797
21135.66255,365.4856567
21147.87183,364.4977722
21160.08111,366.3973389
21172.29039,365.0055847
21184.49967,364.9833984
21196.70896,365.14151
21208.91824,366.2364502
21221.12752,366.2121277
21233.3368,366.4642029
21245.54608,366.3946228
21257.75536,365.6460876
21269.96465,365.9808044
21282.17393,365.9808044
21294.38321,366.6618042
21306.59249,368.3048096
21318.80177,368.5384216
21331.01106,368.1988831
21343.22034,367.774292
21355.42962,369.1990051
21367.6389,366.0217285
21379.84818,365.9185486
21392.05746,365.7147827
21404.26675,364.045105
21416.47603,365.1848145
21428.68531,363.5703735
21440.89459,363.5703735
21453.10387,363.0891113
21465.31316,366.2661743
21477.52244,364.9274597
21489.73172,364.9578552
21501.941,369.0234375
21514.15028,360.2009277
21526.35956,369.9554443
21538.56885,366.8860168
21550.77813,363.0934448
21562.98741,369.2966309
21575.19669,363.2578125
21587.40597,368.3320313
21599.61526,364.6242676
21611.82454,365.8357239
21624.03382,368.5484009
21636.2431,368.7089844
21648.45238,371.2875366
21660.66166,373.972229
21672.87095,374.5746765
21685.68737,371.9751587
21698.50379,371.9751587
21711.32021,372.0715027
21724.13663,371.1398315
21736.95305,371.6082764
21749.76947,371.0997009
21762.58589,372.8742371
21775.40232,372.8742371
21788.21874,373.2116394
21801.03516,370.7919312
21813.85158,367.8457642
21826.668,366.9427795
21839.48442,368.1295166
21852.30084,365.7189331
21865.11726,368.1710205
21877.93368,368.4256897
21890.75011,368.1155701
21903.56653,367.918335
21916.38295,368.5036621
21929.19937,368.5036621
21942.01579,368.0988464
21954.83221,367.9994507
21967.64863,369.4832764
21980.46505,368.7372742
21993.28148,367.9156189
22006.0979,368.2579956
22018.91432,369.7169495
22031.73074,368.8517151
22044.54716,367.383667
22057.36358,368.8898926
22070.18,368.8898926
22082.99642,370.7457886
22095.81284,372.6196289
22108.62927,369.7484741
22121.44569,368.4932556
22134.26211,369.6136169
22147.07853,356.6976624
22159.89495,369.2731628
22172.71137,368.9543152
22185.52779,369.2689819
22198.34421,371.537323
22211.16064,369.9041443
22223.52241,374.2347717
22235.88418,374.2347717
22248.24595,378.2936096
22260.60772,378.8910217
22272.96949,378.8910217
22285.33127,374.8979187
22297.69304,371.5440979
22310.05481,390.2314758
22322.41658,371.7160034
22334.77835,371.0174255
22347.14013,371.4851074
22359.5019,375.7515259
22371.86367,376.7747803
22384.22544,374.8241577
22396.58721,373.0969238
22408.94899,373.5267944
22421.31076,374.0975952
22433.67253,376.1997986
22446.0343,375.5864563
22458.39607,376.6676025
22470.75785,375.5175781
22483.11962,373.887146
22493.94365,373.6758728
22504.76769,374.1468811
22515.59172,374.1468811
22526.41575,375.1842041
22537.23979,374.2329407
22548.06382,373.4428711
22558.88786,372.9144287
22569.71189,372.9144287
22580.53593,372.7879333
22591.35996,373.6532593
22602.18399,373.6878052
22613.00803,375.5140991
22623.83206,376.4139709
22634.6561,376.4139709
22645.48013,374.7230225
22656.30417,376.2107544
22667.1282,378.2968445
22677.95223,378.7113953
22688.77627,377.1708374
22699.6003,377.7242737
22710.42434,378.9534302
22721.24837,375.8033752
22732.07241,376.0087585
22742.89644,376.0087585
22753.72047,376.5827332
22764.54451,374.9638977
22775.36854,373.0534973
22786.19258,370.8477478
22797.01661,374.135437
22807.84065,374.3887329
22818.66468,374.1713257
22829.48871,374.1841431
22840.31275,374.3117676
22851.13678,374.3117676
22861.96082,374.7535706
22872.78485,378.8937988
22886.14068,377.4216309
22899.49651,377.3179932
22912.85234,381.0562439
22926.20817,378.7861023
22939.564,375.5427246
22952.91983,375.4445496
22966.27566,375.8560486
22979.63149,375.1225281
22992.98732,375.2937622
23006.34315,375.2915955
23019.69898,374.3336487
23033.05481,376.2341003
23046.41064,381.514801
23059.76647,383.5553589
23073.1223,389.8026428
23086.47813,392.0725098
23099.83396,389.1405945
23113.18979,392.3777466
23126.54562,389.7886047
23139.90145,385.6490784
23150.65157,385.319519
23161.40169,388.2451477
23172.15181,386.651062
23182.90194,383.8548279
23193.65206,385.3791199
23204.40218,385.3791199
23215.15231,378.1713867
23225.90243,379.4573669
23236.65255,372.0666809
23247.40267,374.578186
23258.1528,374.578186
23268.90292,375.9190674
23279.65304,377.3859253
23290.40316,379.1622925
23301.15329,381.4176636
23311.90341,381.1105347
23323.28699,382.5098267
23334.67057,385.2244873
23346.05415,385.9430542
23357.43773,384.1220093
23368.82131,384.1220093
23380.20489,380.3458862
23391.58847,378.7590637
23402.97205,378.87146
23414.35564,379.8071289
23425.73922,379.6272888
23437.1228,377.8143616
23448.50638,377.8143616
23459.88996,378.4264221
23471.27354,379.4631348
23482.65712,380.3191223
23494.0407,381.1099243
23505.42428,382.2376709
23516.80786,383.1637878
23528.19144,383.1637878
23539.57502,383.6251526
23550.9586,384.0828247
23562.34218,383.2402344
23573.72576,382.8677673
23585.10934,381.6324158
23596.49293,377.8147583
23607.87651,377.8147583
23619.26009,378.2019348
23630.64367,378.1234131
23642.02725,378.9655151
23653.41083,378.4139709
23664.79441,384.934021
23676.17799,385.2356873
23687.07946,385.2356873
23697.98093,381.9430237
23708.8824,379.2776794
23719.78387,378.0939026
23730.68534,376.7383423
23741.5868,376.7383423
23752.48827,379.6333008
23763.38974,380.218811
23774.29121,378.3414001
23785.19268,376.5801697
23796.09415,380.3482361
23806.99562,380.3482361
23817.89709,380.6682129
23828.79856,379.0568848
23839.70003,380.2654114
23850.6015,379.7732239
23861.50297,379.8602295
23872.40444,380.0138855
23883.30591,380.0138855
23894.20737,380.6278076
23905.10884,379.4015503
23916.01031,380.9593811
23926.91178,384.786499
23937.81325,387.6845703
23948.71472,383.4226379
23959.61619,385.7992554
23970.51766,386.7769165
23981.41913,385.0542297
23992.3206,385.4425659
24003.22207,385.3947449
24014.12354,383.3873291
24025.02501,384.2744446
24035.92647,383.4269409
24046.82794,383.0600281
24057.72941,383.3795166
24068.63088,383.9203796
24079.53235,383.4433289
24090.43382,383.4433289
24101.33529,383.2739868
24112.23676,384.0411072
24123.13823,380.979248
24134.0397,381.7481384
24144.94117,382.2347107
24155.84264,383.0361938
24166.74411,383.3384399
24177.64557,384.6387329
24190.90884,384.2143555
24204.17211,384.829895
24217.43538,384.1662598
24230.69865,384.0309448
24243.96191,384.379303
24257.22518,385.1534119
24270.48845,384.7759705
24283.75172,385.0362854
24297.01499,384.728302
24310.27825,385.0068665
24323.54152,385.1043396
24336.80479,386.2532959
24350.06806,386.0144348
24363.33133,385.6687622
24376.5946,385.6404724
24389.85786,385.6009521
24403.12113,385.8591003
24416.3844,385.8370056
24429.64767,386.9321899
24442.91094,385.8913574
24456.1742,386.0630798
24469.43747,385.9234924
24482.70074,385.6813965
24495.96401,385.5874329
24509.22728,386.430603
24522.49054,386.430603
24535.75381,385.9836731
24549.01708,385.3188782
24559.44623,385.0960388
24569.87538,385.4111328
24580.30453,386.8628845
24590.73368,387.1708679
24601.16283,387.1708679
24611.59198,387.5812988
24622.02114,387.6875
24632.45029,388.6152954
24642.87944,389.1233521
24653.30859,389.0090942
24663.73774,389.0090942
24674.16689,389.8483887
24684.59604,389.3635254
24695.02519,387.8735962
24705.45434,388.4410706
24715.88349,387.440918
24726.31264,387.0754395
24736.7418,387.0754395
24747.17095,386.3619385
24757.6001,386.0325623
24768.02925,386.0723572
24778.4584,385.6766663
24788.88755,385.3162842
24799.3167,385.3162842
24809.74585,386.7672729
24820.175,387.0853882
24830.60415,386.8301392
24841.0333,390.9964905
24851.46246,384.3579102
24861.89161,387.571167
24872.32076,387.571167
24882.74991,389.0856323
24893.17906,386.890686
24903.60821,388.1599731
24914.03736,389.1577759
24924.46651,390.1375427
24934.89566,390.361908
24945.32481,390.2302551
24955.75396,391.2314453
24966.18311,392.5185547
24976.61227,394.1682739
24987.04142,396.5553589
24997.47057,396.5553589
25007.89972,400.5219421
25020.5882,397.6376038
25033.27668,398.5231934
25045.96515,407.578186
25058.65363,411.0389709
25071.34211,407.5189819
25084.03059,402.237793
25096.71907,397.9460449
25109.40754,397.9460449
25122.09602,398.5543213
25134.7845,398.962738
25147.47298,396.9111023
25160.16146,392.5109558
25172.84994,391.7164307
25185.53841,391.7164307
25198.22689,391.8094177
25210.91537,390.635498
25223.60385,390.3294678
25236.29233,390.691864
25248.98081,390.2322083
25261.66928,390.7457886
25274.35776,390.4793396
25287.04624,390.786499
25299.73472,390.6079712
25312.4232,392.0985413
25325.11168,392.3828735
25337.80015,392.4423828
25350.48863,393.1868896
25363.17711,392.6338806
25375.86559,393.1288452
25388.55407,392.8949585
25401.24255,393.1473999
25413.93102,394.5869141
25426.6195,393.1146545
25439.30798,392.8166504
25451.99646,393.7628479
25464.68494,393.8501282
25477.37342,393.8501282
25490.06189,393.877533
25502.75037,395.2183838
25515.43885,396.6999207
25528.12733,395.2797852
25540.81581,394.6945496
25553.50429,397.3867493
25566.19276,394.6828613
25578.88124,393.9320374
25591.56972,394.8121033
25604.2582,393.9110413
25616.94668,393.7026978
25629.63516,394.046875
25642.32363,395.0222473
25655.01211,394.4490356
25667.70059,392.6827087
25680.38907,392.6835938
25693.07755,392.116394
25705.76603,392.1332703
25718.4545,392.1462402
25731.14298,392.178894
25743.83146,392.5293274
25756.51994,392.2010803
25769.20842,392.6274414
25781.8969,393.2157898
25794.58537,393.2250061
25807.27385,392.6906128
25819.96233,392.5433044
25832.65081,392.7384949
25845.33929,392.8235474
25858.02777,392.0743713
25870.71624,392.6656494
25883.40472,393.7583923
25896.0932,392.775116
25908.78168,392.4372253
25921.47016,392.7867737
25934.15863,392.6696777
25944.90876,392.6696777
25955.65888,392.4482422
25966.409,391.6394348
25977.15913,390.3259583
25987.90925,389.9351501
25998.65937,386.6099548
26009.40949,382.8424988
26020.15962,382.8424988
26030.90974,382.1617126
26041.65986,382.4612732
26052.40998,379.0322571
26063.16011,372.2483826
26073.91023,386.4378052
26084.66035,391.8696289
26095.41047,388.583374
26106.1606,390.4429016
26116.91072,391.494873
26127.66084,393.8015747
26138.41097,393.2129517
26149.16109,393.7557983
26159.91121,393.7557983
26170.66133,394.7480774
26181.41146,395.2108154
26192.16158,393.8999634
26202.9117,394.9144592
26213.66182,393.9405823
26224.41195,393.956665
26235.16207,393.956665
26245.91219,394.9281616
26256.66231,397.5830688
26267.41244,397.5895081
26278.16256,397.0389099
26288.91268,397.5263062
26299.66281,399.4199524
26310.41293,399.4199524
26321.16305,398.5518188
26331.91317,400.0628052
26342.6633,397.2595825
26353.41342,397.8074951
26364.16354,396.9555054
26374.91366,396.9555054
26385.66379,394.2418823
26396.41391,395.5213318
26407.16403,395.7835693
26417.91416,393.7377625
26428.66428,394.5114136
26439.4144,394.5114136
26450.16452,395.2381897
26460.57815,395.2381897
26470.99177,394.6921387
26481.4054,397.2061768
26491.81902,399.6234131
26502.23265,399.5852966
26512.64627,399.466095
26523.0599,399.466095
26533.47352,401.2875977
26543.88715,398.4763794
26554.30077,395.4200439
26564.7144,395.1542969
26575.12802,395.1542969
26585.54165,395.599884
26595.95527,395.1846619
